acronym,code,concentration
GELI,55,0.003
HUME,2,0.03
GELI,25,0.002
ADDI,98,0.0005
EMUL,89,0.06
CGRA,52,0.03
HUIL,40,0.03
HUIL,41,0.06
CGRA,14,0.015
HUME,5,0.03
CONS,37,0.003
HUME,16,0.01
CONS,23,0.001
ACTI,36,0.01
ACTI,758,0.001
EXTR,266,0.005
ACTI,859,0.01
SOL,9,0.00165
PARF,167,0.003
CGRA,531,0.35407999999999984
CGRA,549,0.288
ACTI,7,0.02
CGRA,16,0.17
GELI,77,0.0672
SILI,6,0.0288
CONS,3,0.00192
ACTI,745,0.05
ACTI,774,0.01
ACTI,44,0.01
CGRA,531,0.37207999999999974
HUIL,85,0.1
CGRA,549,0.15
ACTI,7,0.02
CGRA,52,0.02
CGRA,16,0.17
GELI,77,0.0672
SILI,6,0.0288
CONS,3,0.00192
ACTI,745,0.05
ACTI,774,0.01
ACTI,44,0.01
CGRA,16,0.646
CGRA,561,0.27
CGRA,4,0.03
SILI,6,0.04
ACTI,36,0.002
CONS,3,0.002
ACTI,44,0.01
EAU,7,0.6899
HUME,2,0.03
ADDI,3,0.0005
MOUS,85,0.05
MOUS,2,0.04
MOUS,42,0.1
CONS,37,0.0025
CONS,52,0.001
EXTR,371,0.02
EXTR,372,0.003
EXTR,370,0.003
ACTI,690,0.01
ACTI,856,2e-05
EAU,7,0.04
PARF,678,0.005
PARF,585,0.005
SOL,9,0.0001
EAU,7,0.91039
ADDI,3,0.0005
CONS,37,0.0025
CONS,52,0.001
EXTR,371,0.02
EXTR,372,0.003
EXTR,370,0.003
ACTI,690,0.01
ACTI,856,1e-05
EAU,7,0.04
MOUS,37,0.005
PARF,678,0.0015
PARF,585,0.003
SOL,9,0.0001
EMUL,53,0.03
EMUL,67,0.02
HUIL,227,0.04
FSOL,35,0.04
ACTI,44,0.002
EAU,4,0.8063
ADDI,3,0.0005
GELI,75,0.007
ACTI,856,5e-05
CONS,37,0.0025
CONS,52,0.001
EAU,3,0.02
EXTR,370,0.003
ACTI,887,0.003
ACTI,607,0.007
ACTI,446,0.007
ACTI,701,0.01
ADDI,1,0.0006
EAU,4,0.7993
ADDI,3,0.0005
GELI,75,0.007
EMUL,53,0.03
EMUL,67,0.02
HUIL,227,0.04
FSOL,35,0.04
ACTI,44,0.002
ACTI,856,5e-05
CONS,37,0.0025
CONS,52,0.001
EAU,3,0.02
EXTR,370,0.003
ACTI,887,0.01
ACTI,607,0.007
ACTI,446,0.007
ACTI,701,0.01
ADDI,1,0.0006
EAU,4,0.806935
ADDI,3,0.0005
GELI,101,0.04
GELI,78,0.012
CGRA,581,0.06
HUIL,201,0.04
ACTI,44,0.002
CONS,52,0.001
CONS,37,0.0025
ACTI,691,0.01
EXTR,370,0.003
ACTI,690,0.01
EXTR,235,0.005
ACTI,856,5e-05
EXTR,373,0.005
PARF,584,0.001
PARF,678,0.001
COLO,100,1.5e-05
EAU,4,0.927402
ADDI,3,0.0005
CONS,37,0.0025
GELI,43,0.0035
PARF,584,0.001
MOUS,37,0.005
CONS,52,0.001
ACTI,691,0.02
EXTR,370,0.003
ACTI,690,0.01
EXTR,235,0.003
ACTI,856,5e-05
EXTR,373,0.003
ACTI,701,0.02
COLO,100,4.8e-05
EAU,4,0.927402
ADDI,3,0.0005
CONS,37,0.0025
GELI,43,0.0035
PARF,584,0.001
MOUS,37,0.005
CONS,52,0.001
ACTI,691,0.02
EXTR,370,0.003
ACTI,690,0.01
EXTR,235,0.003
ACTI,856,5e-05
EXTR,373,0.003
ACTI,701,0.02
COLO,100,4.8e-05
EAU,4,0.927402
ADDI,3,0.0005
CONS,37,0.0025
GELI,43,0.0035
PARF,584,0.001
MOUS,37,0.005
CONS,52,0.001
ACTI,691,0.02
EXTR,370,0.003
ACTI,690,0.01
EXTR,235,0.003
ACTI,856,5e-05
EXTR,373,0.003
COLO,100,4.8e-05
EAU,4,0.927402
ADDI,3,0.0005
CONS,37,0.0025
GELI,43,0.0035
ACTI,701,0.02
PARF,584,0.001
MOUS,37,0.005
CONS,52,0.001
ACTI,691,0.02
EXTR,370,0.003
ACTI,690,0.01
EXTR,235,0.003
ACTI,856,5e-05
EXTR,373,0.003
COLO,100,4.8e-05
EAU,4,0.927402
ADDI,3,0.0005
CONS,37,0.0025
GELI,17,0.0035
PARF,584,0.001
MOUS,37,0.005
CONS,52,0.001
ACTI,691,0.02
EXTR,370,0.003
ACTI,690,0.01
EXTR,235,0.003
ACTI,856,5e-05
EXTR,373,0.003
COLO,100,4.8e-05
ACTI,701,0.02
EAU,4,0.927402
ACTI,856,5e-05
ADDI,3,0.0005
CONS,37,0.0025
GELI,55,0.0035
PARF,584,0.001
MOUS,37,0.005
CONS,52,0.001
ACTI,691,0.02
EXTR,370,0.003
ACTI,690,0.01
EXTR,235,0.003
EXTR,373,0.003
COLO,100,4.8e-05
ACTI,701,0.02
PARF,584,0.001
MOUS,37,0.005
EAU,4,0.917402
ADDI,3,0.0005
CONS,37,0.0025
GELI,55,0.0035
EAU,4,0.01
ACTI,856,5e-05
CONS,52,0.001
ACTI,691,0.02
EXTR,370,0.003
ACTI,690,0.01
EXTR,235,0.003
EXTR,373,0.003
COLO,100,4.8e-05
ACTI,701,0.02
PARF,584,0.001
MOUS,37,0.005
EAU,4,0.917402
ADDI,3,0.0005
CONS,37,0.0025
GELI,55,0.0035
EAU,4,0.01
ACTI,856,5e-05
CONS,52,0.001
ACTI,691,0.02
EXTR,370,0.003
ACTI,690,0.01
EXTR,235,0.003
EXTR,373,0.003
COLO,100,4.8e-05
ACTI,906,0.02
FSOL,17,0.04
HUIL,187,0.005
HUIL,60,0.335
HUIL,182,0.1
HUIL,80,0.462
EXTR,370,0.005
ACTI,44,0.005
HUIL,48,0.002
HUIL,31,0.001
EXTR,814,0.002
EXTR,367,0.001
EXTR,368,0.001
EXTR,818,0.002
EXTR,819,0.002
EXTR,369,0.002
PARF,580,0.02
PARF,581,0.015
EAU,8,0.38
ADDI,3,0.0005
GELI,18,0.003
MOUS,37,0.02
PARF,583,0.004
MOUS,2,0.02
EAU,8,0.40052
ADDI,141,0.012
EXTR,370,0.005
CONS,37,0.003
HUME,16,0.04
EXTR,2,0.007
EAU,8,0.00998
ACTI,690,0.01
ACTI,380,0.05
ACTI,156,0.005
SOL,9,0.03
EAU,8,0.383
ADDI,3,0.0005
CONS,37,0.003
HUME,16,0.04
GELI,18,0.003
MOUS,37,0.02
ACTI,690,0.01
EXTR,370,0.005
PARF,583,0.004
MOUS,2,0.02
EAU,8,0.40052
ADDI,141,0.012
EXTR,2,0.004
EAU,8,0.00998
ACTI,380,0.05
ACTI,156,0.005
SOL,9,0.03
EAU,8,0.383
ADDI,3,0.0005
CONS,37,0.003
HUME,16,0.04
GELI,18,0.003
MOUS,37,0.02
ACTI,690,0.01
EXTR,370,0.005
PARF,583,0.004
MOUS,2,0.02
EAU,8,0.40052
ADDI,141,0.012
ACTI,380,0.05
ACTI,156,0.005
SOL,9,0.03
EAU,8,0.387
ADDI,3,0.0005
CONS,37,0.003
HUME,16,0.04
GELI,18,0.003
MOUS,37,0.02
ACTI,690,0.01
EXTR,370,0.005
MOUS,2,0.02
EAU,8,0.01
EXTR,2,2e-05
EAU,8,0.40052
ADDI,141,0.012
ACTI,380,0.05
ACTI,156,0.005
SOL,9,0.03
EAU,8,0.4165
ADDI,3,0.0005
CONS,37,0.003
HUME,16,0.04
GELI,18,0.003
MOUS,37,0.02
ACTI,690,0.01
EXTR,370,0.005
MOUS,2,0.02
EAU,8,0.01
EXTR,2,2e-05
EAU,8,0.40052
ADDI,141,0.012
ACTI,380,0.05
ACTI,156,0.005
SOL,9,0.000436
HUIL,182,0.21
HUIL,60,0.3016
ACTI,44,0.005
HUIL,80,0.4224
PARF,675,0.005
PARF,678,0.015
EXTR,820,0.003
EXTR,821,0.01
EXTR,822,0.01
EXTR,823,0.003
EXTR,378,0.005
HUIL,187,0.01
EMUL,98,0.025
EMUL,120,0.025
EAU,4,0.08
HUME,2,0.095
ACTI,690,0.01
HUIL,18,0.483
HUIL,80,0.05
ACTI,44,0.005
ACTI,846,0.17
EXTR,169,0.03
HUIE,518,0.001
PARF,676,0.001
EXTR,378,0.005
HAPPY,7,0.02
HUIL,16,0.03
ACTI,44,0.003
EMUL,53,0.04
EXTR,370,0.005
EAU,8,0.796
HUME,2,0.01
ADDI,3,0.0005
GELI,100,0.01
ACTI,632,0.01
ACTI,288,0.02
ACTI,701,0.01
ACTI,690,0.01
EXTR,30,0.005
PARF,678,0.005
CONS,37,0.003
HUME,16,0.04
ADDI,1,0.0025
HUIL,18,0.05
EMUL,53,0.04
HUIL,16,0.03
ACTI,44,0.003
EXTR,378,0.005
EAU,8,0.746
HUME,2,0.01
ADDI,3,0.0005
HUME,16,0.04
CONS,37,0.003
GELI,100,0.01
ACTI,632,0.01
ACTI,288,0.02
ACTI,701,0.01
ACTI,690,0.01
EXTR,30,0.005
PARF,678,0.005
ADDI,1,0.0025
EAU,4,0.5775
CONS,37,0.003
ADDI,3,0.0005
GELI,78,0.018
HUIL,44,0.1
ACTI,44,0.003
ACTI,701,0.03
ACTI,9,0.01
SOLV,2,0.2
PARF,12,0.001
ACTI,632,0.015
ACTI,630,0.005
EXTR,116,0.01
ABC,96,0.01
ACTI,887,0.01
ADDI,1,0.002
PARF,673,0.005
EAU,4,0.5275
CONS,37,0.003
ADDI,3,0.0005
GELI,78,0.018
HUIL,44,0.1
HUIL,18,0.05
ACTI,44,0.003
ACTI,9,0.01
SOLV,2,0.2
PARF,12,0.001
ACTI,701,0.03
ACTI,630,0.005
EXTR,116,0.01
ABC,96,0.01
ACTI,690,0.01
PARF,673,0.005
ACTI,632,0.015
ADDI,1,0.002
EAU,4,0.5255
CONS,37,0.003
ADDI,3,0.0005
GELI,78,0.02
HUIL,44,0.1
HUIL,18,0.05
ACTI,44,0.003
ACTI,9,0.01
SOLV,2,0.2
PARF,12,0.001
ACTI,701,0.03
ACTI,630,0.005
EXTR,116,0.01
ABC,96,0.01
ACTI,690,0.01
PARF,673,0.005
ACTI,632,0.015
ADDI,1,0.002
EAU,4,0.5255
CONS,37,0.003
ADDI,3,0.0005
GELI,78,0.02
HUIL,44,0.1
HUIL,18,0.05
ACTI,44,0.003
ACTI,9,0.01
SOLV,2,0.2
PARF,12,0.001
ACTI,701,0.03
ACTI,630,0.005
PARF,673,0.005
ACTI,632,0.015
ADDI,1,0.002
EAU,4,0.5255
CONS,37,0.003
ADDI,3,0.0005
GELI,78,0.02
HUIL,44,0.1
HUIL,18,0.05
ACTI,44,0.003
ACTI,9,0.01
SOLV,2,0.2
PARF,12,0.001
ABC,96,0.01
ACTI,690,0.01
EXTR,116,0.01
ACTI,906,0.03
ACTI,630,0.005
PARF,673,0.005
ACTI,632,0.015
ADDI,1,0.002
EAU,4,0.5275
CONS,37,0.003
ADDI,3,0.0005
GELI,78,0.018
HUIL,44,0.1
HUIL,18,0.05
ACTI,44,0.003
ACTI,9,0.01
SOLV,2,0.2
PARF,12,0.001
ACTI,906,0.03
ACTI,630,0.005
EXTR,116,0.01
HAPPY,11,0.01
ACTI,690,0.01
PARF,673,0.005
ACTI,632,0.015
ADDI,1,0.002
EAU,4,0.5305
CONS,37,0.003
ADDI,3,0.0005
ACTI,9,0.01
SOLV,2,0.2
PARF,12,0.001
GELI,78,0.02
HUIL,44,0.1
HUIL,18,0.05
ACTI,44,0.003
ACTI,906,0.03
ACTI,630,0.005
EXTR,116,0.01
HAPPY,11,0.01
ACTI,690,0.005
PARF,673,0.005
ACTI,632,0.015
ADDI,1,0.002
EAU,4,0.8293
HUME,16,0.04
CONS,37,0.003
ADDI,3,0.0005
GELI,75,0.005
GELI,38,0.015
ACTI,690,0.01
ACTI,446,0.01
ACTI,701,0.07
ACTI,607,0.01
PARF,678,0.0005
ADDI,1,0.0017
FSOL,64,0.005
EAU,4,0.7993
ADDI,3,0.0005
GELI,75,0.005
GELI,38,0.015
HUIL,18,0.03
HUME,16,0.04
CONS,37,0.003
ACTI,607,0.01
FSOL,65,0.005
PARF,678,0.0005
ACTI,690,0.01
ACTI,446,0.01
ACTI,701,0.07
ADDI,1,0.0017
HUME,2,0.03
EAU,4,0.5611
ADDI,169,0.001
GELI,7,0.0061
ADDI,98,0.0018
CONS,37,0.003
CONS,9,0.001
MOUS,58,0.225
MOUS,3,0.099
MOUS,39,0.02
MOUS,51,0.015
PARF,569,0.005
MOUS,58,0.02
ACTI,913,0.001
EAU,9,0.0
EXTR,862,0.0005
EXTR,374,0.0005
ADDI,14,0.01
HUME,2,0.03
EAU,4,0.6402
GELI,55,0.0058
ADDI,169,0.0007
ADDI,98,0.0018
MOUS,58,0.18
MOUS,3,0.09
MOUS,39,0.008
MOUS,51,0.015
CONS,37,0.003
CONS,9,0.001
MOUS,58,0.02
ACTI,913,0.0008
EAU,9,0.0
EXTR,862,0.0001
EXTR,374,0.0001
PARF,569,0.0035
HUME,2,0.03
EAU,4,0.5164
ADDI,169,0.0007
MOUS,58,0.23
MOUS,3,0.11
MOUS,39,0.015
MOUS,51,0.015
MOUS,508,0.01
CONS,37,0.003
CONS,9,0.001
MOUS,58,0.02
ACTI,913,0.0008
EAU,9,0.0
EXTR,862,0.0001
EXTR,374,0.0001
PARF,569,0.003
ADDI,1,0.0049
EAU,4,0.04
HUME,2,0.05
EAU,4,0.4289
ADDI,169,0.0007
MOUS,58,0.25
MOUS,3,0.125
MOUS,39,0.01
MOUS,51,0.015
MOUS,508,0.008
CONS,37,0.003
EAU,4,0.02
CONS,9,0.001
ACTI,913,0.0008
EAU,9,0.02
EXTR,862,0.0001
MOUS,58,0.01
EXTR,374,0.0001
PARF,569,0.0025
MOUS,12,0.01
ADDI,1,0.0049
EAU,4,0.04
HUME,2,0.05
EAU,4,0.46
ADDI,169,0.0007
MOUS,58,0.25
MOUS,3,0.125
MOUS,39,0.01
MOUS,51,0.015
MOUS,508,0.008
CONS,37,0.003
EAU,4,0.02
CONS,9,0.001
ACTI,913,0.0008
EAU,9,0.02
EXTR,862,0.0001
MOUS,58,0.01
EXTR,374,0.0001
PARF,569,0.0025
ADDI,1,0.0049
EAU,4,0.0015
ADDI,125,0.01
EAU,4,0.82586
ADDI,169,0.005
CONS,56,0.003
MOUS,36,0.005
CONS,74,0.008
ACTI,913,0.003
ACTI,412,0.03
CGRA,45,0.025
CGRA,14,0.00699
HUIL,97,0.015
ACTI,20,0.015
MOUS,39,0.04
HUME,18,0.002
HUME,16,0.01
EXTR,862,0.001
EXTR,374,0.001
PARF,569,0.004
ADDI,98,0.00015
EAU,4,0.82336
ADDI,169,0.002
CONS,56,0.003
MOUS,36,0.005
GELI,15,0.02
CONS,74,0.008
ACTI,913,0.003
ACTI,412,0.016
CGRA,45,0.025
CGRA,14,0.00699
HUIL,97,0.015
ACTI,20,0.015
MOUS,39,0.04
ADDI,98,0.00015
HUME,18,0.002
HUME,16,0.01
EXTR,862,0.0005
EXTR,374,0.001
PARF,569,0.004
HUME,2,0.03
EAU,4,0.78536
ADDI,169,0.002
GELI,50,0.008
CONS,56,0.003
MOUS,36,0.005
CONS,74,0.008
ACTI,913,0.003
ACTI,412,0.016
CGRA,45,0.025
CGRA,14,0.00699
HUIL,97,0.015
ACTI,20,0.015
MOUS,39,0.04
ADDI,98,0.00015
HUME,18,0.002
HUME,16,0.01
EXTR,862,0.0005
EXTR,374,0.001
PARF,569,0.004
MOUS,88,0.02
HUME,2,0.03
EAU,4,0.8073
ADDI,169,0.002
GELI,50,0.0065
CONS,56,0.003
MOUS,36,0.005
CONS,74,0.008
ACTI,913,0.003
ACTI,412,0.016
CGRA,45,0.015
CGRA,14,0.00699
HUIL,97,0.015
ACTI,20,0.015
MOUS,39,0.04
ADDI,98,0.00015
HUME,18,0.002
HUME,16,0.01
EXTR,862,0.0001
EXTR,374,0.001
PARF,569,0.004
MOUS,34,0.01
HUME,2,0.05
EAU,4,0.7038
ADDI,169,0.002
GELI,50,0.007
CONS,56,0.003
MOUS,36,0.005
CONS,74,0.008
ACTI,913,0.003
ACTI,412,0.016
CGRA,45,0.02
ACTI,7,0.01
CGRA,14,0.00699
HUIL,97,0.015
ACTI,20,0.015
GELI,15,0.008
MOUS,39,0.04
ADDI,98,0.00015
EXTR,862,0.0001
EXTR,374,0.001
HUME,18,0.002
HUME,16,0.01
PARF,569,0.004
MOUS,34,0.01
ADDI,125,0.01
EAU,4,0.05
HUME,2,0.05
EAU,4,0.7188
ADDI,169,0.002
CONS,56,0.003
CONS,74,0.008
ACTI,913,0.005
ACTI,412,0.016
CGRA,45,0.02
GELI,50,0.018
ACTI,7,0.01
CGRA,14,0.00699
HUIL,97,0.015
MOUS,39,0.04
ADDI,98,0.00015
EXTR,862,0.0001
EXTR,374,0.001
HUME,18,0.002
HUME,16,0.01
PARF,569,0.004
MOUS,34,0.01
ADDI,125,0.01
EAU,4,0.05
EAU,4,0.84135
ADDI,169,0.004
CONS,56,0.003
CONS,74,0.008
ACTI,913,0.005
ACTI,412,0.03
CGRA,581,0.04
CGRA,17,0.005
GELI,78,0.02
PARF,569,0.005
MOUS,34,0.005
ADDI,98,0.00015
EAU,4,0.02
HUME,18,0.002
HUME,16,0.01
EXTR,862,0.0005
EXTR,374,0.001
EAU,4,0.8435
HUME,2,0.03
ADDI,169,0.001
CONS,56,0.003
CONS,74,0.008
ACTI,913,0.003
ACTI,412,0.017
CGRA,581,0.04
CGRA,17,0.007
GELI,78,0.024
MOUS,34,0.005
HUME,18,0.002
HUME,16,0.01
EXTR,862,0.0005
EXTR,374,0.001
PARF,569,0.005
EAU,4,0.3057
GELI,18,0.004
EAU,4,0.15
GELI,48,0.05
MOUS,58,0.18
EAU,3,0.01
ADDI,98,0.0013
EAU,4,0.09
GELI,84,0.0035
MOUS,51,0.065
MOUS,49,0.036
HUIL,200,0.005
HUIL,143,0.001
HUIL,145,0.005
MOUS,50,0.055
EAU,3,0.01
ADDI,1,0.002
MOUS,51,0.02
PARF,451,0.003
CONS,37,0.0025
CONS,9,0.001
EAU,4,0.351
GELI,55,0.005
EAU,4,0.2
EAU,3,0.01
ADDI,98,0.0009
MOUS,3,0.1
MOUS,58,0.2
MOUS,51,0.03
MOUS,49,0.032
HUIL,200,0.001
PARF,451,0.0031
MOUS,51,0.02
HUIL,143,0.0005
HUIL,145,0.001
EAU,3,0.01
ADDI,1,0.002
CONS,37,0.0025
EAU,4,0.03
CONS,9,0.001
EAU,4,0.4464
MOUS,3,0.13
MOUS,58,0.28
MOUS,51,0.025
MOUS,49,0.032
MOUS,508,0.006
MOUS,12,0.01
HUIL,200,0.0005
PARF,451,0.0031
MOUS,51,0.02
HUIL,143,0.0005
HUIL,145,0.001
EAU,3,0.01
ADDI,1,0.002
CONS,37,0.0025
EAU,4,0.03
CONS,9,0.001
EAU,4,0.557
MOUS,3,0.1
MOUS,58,0.21
MOUS,51,0.015
MOUS,49,0.028
MOUS,2,0.025
MOUS,39,0.02
MOUS,508,0.005
MOUS,12,0.001
HUIL,200,0.0005
HUIL,143,0.0005
HUIL,145,0.001
EAU,3,0.01
ADDI,1,0.0007
PARF,451,0.0028
MOUS,51,0.02
CONS,37,0.0025
CONS,9,0.001
EAU,4,0.557
MOUS,3,0.1
MOUS,58,0.21
MOUS,51,0.015
MOUS,49,0.028
MOUS,2,0.025
MOUS,39,0.02
MOUS,508,0.005
MOUS,12,0.001
HUIL,200,0.0005
HUIL,143,0.0005
HUIL,145,0.001
EAU,3,0.01
ADDI,1,0.0007
PARF,451,0.0028
MOUS,51,0.02
CONS,37,0.0025
CONS,9,0.001
EAU,4,0.8265
ACTI,412,0.01
GELI,22,0.004
CONS,74,0.008
CONS,56,0.003
CGRA,14,0.0075
EMUL,126,0.028
CGRA,1,0.005
HUIL,145,0.01
HUIL,95,0.02
CGRA,17,0.01
ACTI,536,0.0005
HUIL,200,0.015
HUIL,143,0.005
ADDI,134,0.003
CONS,63,0.01
ACTI,919,0.01
ADDI,1,0.0005
EAU,4,0.02
PARF,451,0.004
EAU,4,0.8585
ACTI,412,0.008
GELI,22,0.004
CONS,74,0.008
CONS,56,0.003
CGRA,14,0.0075
EMUL,126,0.028
CGRA,1,0.005
HUIL,145,0.01
HUIL,95,0.02
CGRA,17,0.01
ACTI,536,0.0005
HUIL,200,0.005
HUIL,143,0.005
ADDI,134,0.003
CONS,63,0.01
ACTI,919,0.01
ADDI,1,0.0005
PARF,451,0.004
EAU,4,0.82
ACTI,412,0.005
HUME,2,0.03
GELI,22,0.004
CONS,74,0.008
CONS,56,0.003
CGRA,14,0.009
EMUL,126,0.028
CGRA,1,0.005
HUIL,145,0.01
HUIL,95,0.03
CGRA,17,0.01
ACTI,536,0.0005
HUIL,200,0.005
HUIL,143,0.005
ADDI,134,0.003
CONS,63,0.01
ACTI,919,0.01
ADDI,1,0.0005
PARF,451,0.004
EAU,4,0.8405
ACTI,412,0.005
HUME,2,0.03
GELI,22,0.003
CONS,74,0.008
CONS,56,0.003
CGRA,14,0.006
GELI,50,0.017
CGRA,1,0.005
HUIL,145,0.01
HUIL,95,0.03
CGRA,17,0.01
ACTI,536,0.0005
HUIL,200,0.005
HUIL,143,0.005
ADDI,134,0.003
CONS,63,0.01
ACTI,919,0.005
PARF,451,0.004
EAU,4,0.785
CONS,56,0.003
ACTI,21,0.0025
ADDI,1,0.0005
CGRA,1,0.015
HUIL,145,0.03
HUIL,143,0.02
HUIL,200,0.01
EMUL,26,0.01
HUIL,97,0.005
CGRA,14,0.024
CONS,3,0.001
HUIL,95,0.01
HUIL,98,0.005
ADDI,63,0.012
CONS,23,0.001
HUME,5,0.01
HUME,16,0.01
CONS,37,0.003
HUIL,96,0.0025
ACTI,412,0.02
ADDI,64,0.005
GELI,49,0.005
EAU,3,0.01
ADDI,98,0.0005
EAU,4,0.799
ACTI,412,0.03
CONS,56,0.003
ACTI,21,0.0025
ADDI,1,0.0005
CGRA,1,0.015
HUIL,145,0.005
HUIL,143,0.02
HUIL,200,0.01
EMUL,26,0.01
HUIL,97,0.005
CGRA,14,0.024
CONS,3,0.001
HUIL,95,0.01
HUIL,98,0.005
HUIL,96,0.0005
ADDI,63,0.012
CONS,23,0.001
HUME,5,0.01
HUME,16,0.01
CONS,37,0.003
ADDI,64,0.005
GELI,49,0.005
EAU,3,0.013
ADDI,98,0.0005
EAU,4,0.7605
ACTI,412,0.024
HUME,2,0.03
CONS,56,0.003
ACTI,21,0.0025
CGRA,1,0.015
HUIL,145,0.005
HUIL,143,0.02
HUIL,200,0.01
EMUL,26,0.01
HUIL,97,0.005
CGRA,14,0.024
CONS,3,0.001
HUIL,95,0.025
HUIL,98,0.001
HUIL,96,0.0005
ADDI,63,0.012
CONS,23,0.001
HUME,5,0.01
HUME,16,0.01
CONS,37,0.003
ADDI,64,0.005
PARF,451,0.004
GELI,49,0.005
EAU,3,0.013
ADDI,98,0.0005
EAU,4,0.7668
ACTI,412,0.03
HUME,2,0.03
CONS,56,0.003
ACTI,21,0.0025
CGRA,1,0.012
HUIL,145,0.005
HUIL,143,0.02
HUIL,200,0.01
EMUL,26,0.01
HUIL,97,0.005
CGRA,14,0.015
CONS,3,0.001
HUIL,95,0.025
HUIL,98,0.001
HUIL,96,0.0005
ADDI,63,0.012
CONS,23,0.001
HUME,5,0.01
HUME,16,0.01
CONS,37,0.003
ADDI,64,0.005
PARF,451,0.004
GELI,49,0.005
EAU,3,0.013
ADDI,98,0.00016
EAU,4,0.6505
GELI,7,0.004
GELI,84,0.0015
EAU,4,0.02
ADDI,98,0.0004
MOUS,58,0.14
MOUS,3,0.07
MOUS,51,0.01
MOUS,42,0.015
MOUS,39,0.01
CONS,37,0.003
EAU,4,0.04
CONS,9,0.001
MOUS,58,0.02
PARF,692,0.002
HUIL,79,0.001
ADDI,125,0.01
ACTI,18,0.001
ACTI,254,0.0006
EAU,4,0.6481
GELI,7,0.0045
GELI,84,0.0015
EAU,4,0.02
ADDI,98,0.0023
MOUS,58,0.14
MOUS,3,0.07
MOUS,51,0.01
MOUS,42,0.015
MOUS,39,0.01
CONS,37,0.003
EAU,4,0.04
CONS,9,0.001
MOUS,58,0.02
PARF,692,0.002
HUIL,79,0.001
ADDI,125,0.01
ACTI,18,0.001
ACTI,254,0.0006
EAU,4,0.8005
HUME,2,0.01
CONS,56,0.003
ACTI,913,0.0035
ACTI,288,0.05
ADDI,3,0.001
EMUL,3,0.015
HUIL,79,0.03
CGRA,14,0.05
ACTI,18,0.007
ADDI,125,0.01
CONS,23,0.001
HUME,18,0.002
CONS,37,0.002
HUME,16,0.01
ACTI,254,0.001
PARF,692,0.004
EAU,4,0.8425
HUME,2,0.01
CONS,56,0.003
ACTI,913,0.0035
ACTI,412,0.008
ADDI,3,0.001
EMUL,3,0.015
HUIL,79,0.03
CGRA,14,0.05
ACTI,18,0.007
ADDI,125,0.01
CONS,23,0.001
HUME,18,0.002
CONS,37,0.002
HUME,16,0.01
ACTI,254,0.001
PARF,692,0.004
EAU,4,0.8405
HUME,2,0.01
CONS,56,0.003
ACTI,913,0.0035
GELI,66,0.002
ACTI,412,0.008
ADDI,3,0.001
EMUL,3,0.015
HUIL,79,0.03
CGRA,14,0.05
ACTI,18,0.007
ADDI,125,0.01
CONS,23,0.001
HUME,18,0.002
CONS,37,0.002
HUME,16,0.01
ACTI,254,0.001
PARF,692,0.004
EAU,4,0.6009
GELI,7,0.0045
ADDI,98,0.0011
MOUS,58,0.16
MOUS,3,0.09
MOUS,39,0.01
MOUS,51,0.025
MOUS,49,0.026
MOUS,2,0.015
ACTI,34,0.0008
EAU,9,0.0
MOUS,58,0.02
HUIL,123,0.0001
ACTI,921,0.0005
PARF,771,0.0025
EXTR,863,0.0001
CONS,9,0.001
EAU,4,0.04
CONS,37,0.0025
EAU,4,0.6009
GELI,7,0.0045
ADDI,98,0.0011
MOUS,58,0.16
MOUS,3,0.09
MOUS,39,0.01
MOUS,51,0.025
MOUS,49,0.026
MOUS,2,0.015
ACTI,34,0.0008
EAU,9,0.0
MOUS,58,0.02
HUIL,123,0.0001
ACTI,921,0.0005
PARF,771,0.0025
EXTR,863,0.0001
CONS,9,0.001
EAU,4,0.04
CONS,37,0.0025
EAU,4,0.8658
GELI,22,0.004
CONS,74,0.008
CONS,56,0.003
CGRA,14,0.0075
EMUL,126,0.028
CGRA,1,0.005
ACTI,733,0.0008
HUIL,95,0.02
HUIL,123,0.001
CGRA,17,0.008
ACTI,536,0.0005
ADDI,134,0.002
CONS,63,0.01
ACTI,919,0.0009
ADDI,1,0.0005
PARF,771,0.004
ACTI,921,0.005
EAU,4,0.02
EXTR,863,0.001
ACTI,913,0.005
EAU,4,0.8727
GELI,22,0.002
CONS,74,0.008
CONS,56,0.003
CGRA,14,0.0075
ACTI,733,0.0008
GELI,50,0.018
HUIL,95,0.02
HUIL,123,0.001
CGRA,17,0.008
ACTI,536,0.0005
ADDI,134,0.002
CONS,63,0.01
ACTI,919,0.0009
ADDI,1,0.0006
PARF,771,0.004
ACTI,921,0.005
EAU,4,0.02
EXTR,863,0.001
ACTI,913,0.005
EAU,4,0.8035
CONS,56,0.003
ACTI,21,0.0025
ADDI,1,0.0005
CGRA,1,0.013
EMUL,26,0.01
HUIL,97,0.0095
CGRA,14,0.021
CONS,3,0.001
ACTI,733,0.005
HUIL,123,0.005
HUIL,95,0.01
HUIL,98,0.0005
ADDI,63,0.012
CONS,23,0.001
HUME,2,0.04
HUME,5,0.01
HUME,16,0.01
CONS,37,0.003
ADDI,64,0.005
GELI,49,0.005
EAU,3,0.01
ADDI,98,0.0005
ACTI,921,0.01
EXTR,863,0.005
PARF,771,0.004
ADDI,125,0.01
EAU,4,0.522
EXTR,219,0.004
MOUS,58,0.2
MOUS,3,0.105
